Time (s),Pressure 1 (mmHg),Pressure 2 (mmHg),Flow Rate (mL/s),Heart Rate (BPM),Ventricle Temperature 1 (°C),Ventricle Temperature 2 (°C),Atrium Temperature (°C)
55.1251,63.0,32.32,130.0,60.0,25.25,24.94,24.56
55.1744,20.71,32.32,130.0,60.0,25.25,24.94,24.56
55.2276,9.34,32.32,130.0,60.0,25.25,24.94,24.56
55.8911,38.7,32.32,131.0,60.0,25.25,24.94,24.5
55.9443,1.77,25.69,130.0,60.0,25.25,24.94,24.5
55.9936,0.51,25.69,130.0,60.0,25.25,24.94,24.5
56.0468,0.76,25.69,130.0,60.0,25.25,24.94,24.5
56.1001,2.4,25.69,130.0,60.0,25.25,24.94,24.5
56.1533,42.49,25.69,130.0,60.0,25.25,24.94,24.5
56.2065,48.17,25.69,130.0,60.0,25.25,24.94,24.5
56.2597,10.61,25.69,130.0,60.0,25.25,24.94,24.5
56.309,12.12,25.69,130.0,60.0,25.25,24.94,24.5
56.3622,12.75,25.69,130.0,60.0,25.25,24.94,24.5
56.4113,68.37,32.32,130.0,60.0,25.25,24.94,24.5
56.4646,60.16,32.32,130.0,60.0,25.25,24.94,24.5
56.5178,60.79,32.32,130.0,60.0,25.25,24.94,24.5
56.571,94.88,32.32,130.0,60.0,25.25,24.94,24.5
56.6242,87.62,32.32,130.0,60.0,25.25,24.94,24.5
56.6735,44.06,32.32,130.0,60.0,25.25,24.94,24.5
56.7267,27.97,32.32,130.0,60.0,25.25,24.94,24.5
56.78,25.13,32.32,130.0,60.0,25.25,24.94,24.5
56.8331,21.97,32.32,130.0,60.0,25.25,24.94,24.5
56.8863,39.96,32.32,130.0,60.0,25.25,24.94,24.5
57.546,20.07,32.32,131.0,60.0,25.25,24.94,24.5
57.5991,13.13,25.69,130.0,60.0,25.25,24.94,24.5
57.6523,52.27,25.69,130.0,60.0,25.25,24.94,24.5
57.7056,59.21,25.69,130.0,60.0,25.25,24.94,24.5
57.7587,21.34,25.69,130.0,60.0,25.25,24.94,24.5
57.808,3.28,25.69,130.0,60.0,25.25,24.94,24.5
57.8613,4.55,25.69,130.0,60.0,25.25,24.94,24.5
57.9145,4.55,25.69,130.0,60.0,25.25,24.94,24.5
57.9677,0.82,25.69,130.0,60.0,25.25,24.94,24.5
58.0209,42.8,25.69,130.0,60.0,25.25,24.94,24.5
58.0701,76.26,32.32,130.0,60.0,25.25,24.94,24.5
58.1233,73.1,32.32,130.0,60.0,25.25,24.94,24.5
58.1726,32.7,32.32,130.0,60.0,25.25,24.94,24.5
58.2258,14.08,32.32,130.0,60.0,25.25,24.94,24.5
58.279,11.87,32.32,130.0,60.0,25.25,24.94,24.5
58.3322,10.29,32.32,130.0,60.0,25.25,24.94,24.5
58.3854,23.23,32.32,130.0,60.0,25.25,24.94,24.5
58.4347,55.43,32.32,130.0,60.0,25.25,24.94,24.5
58.488,47.22,32.32,130.0,60.0,25.25,24.94,24.5
58.5411,6.5,32.32,130.0,60.0,25.25,24.94,24.5
59.2046,56.06,32.32,131.0,60.0,25.25,24.94,24.56
59.2579,16.92,26.01,130.0,60.0,25.25,24.94,24.56
59.3071,11.17,26.01,130.0,60.0,25.25,24.94,24.56
59.3604,12.12,26.01,130.0,60.0,25.25,24.94,24.56
59.4136,13.07,25.69,130.0,60.0,25.25,24.94,24.56
59.4668,7.7,26.01,130.0,60.0,25.25,24.94,24.56
59.52,34.91,26.01,130.0,60.0,25.25,24.94,24.56
59.5692,38.38,26.01,130.0,60.0,25.25,24.94,24.56
59.6225,1.39,25.69,130.0,60.0,25.25,24.94,24.56
59.6757,20.33,26.01,130.0,60.0,25.25,24.94,24.56
59.7248,67.11,32.32,130.0,60.0,25.25,24.94,24.56
59.7782,58.9,32.32,130.0,60.0,25.25,24.94,24.56
59.8313,52.27,32.32,130.0,60.0,25.25,24.94,24.56
59.8845,57.01,32.32,130.0,60.0,25.25,24.94,24.56
59.9378,89.83,32.32,130.0,60.0,25.25,24.94,24.56
59.987,81.63,32.32,130.0,60.0,25.25,24.94,24.56
60.0402,38.07,32.32,130.0,60.0,25.25,24.94,24.56
60.0935,23.23,32.32,130.0,60.0,25.25,24.94,24.56
60.1466,20.39,32.32,130.0,60.0,25.25,24.94,24.56
60.1999,18.18,32.32,130.0,60.0,25.25,24.94,24.56
60.8595,21.02,32.32,131.0,60.0,25.25,24.94,24.56
60.9126,11.55,26.01,130.0,60.0,25.25,24.94,24.56
60.9658,11.55,26.01,130.0,60.0,25.25,24.94,24.56
61.019,50.69,26.01,130.0,60.0,25.25,24.94,24.56
61.0723,57.32,26.01,130.0,60.0,25.25,24.94,24.56
61.1215,20.39,26.01,130.0,60.0,25.25,24.94,24.56
61.1748,4.55,26.01,130.0,60.0,25.25,24.94,24.56
61.228,5.81,26.01,130.0,60.0,25.25,24.94,24.56
61.2811,6.12,26.01,130.0,60.0,25.25,24.94,24.56
61.3305,0.44,26.01,130.0,60.0,25.25,24.94,24.56
61.3796,34.91,32.32,130.0,60.0,25.25,24.94,24.56
61.4328,51.95,32.32,130.0,60.0,25.25,24.94,24.56
61.486,75.63,32.32,130.0,60.0,25.25,24.94,24.56
61.5393,61.42,32.32,130.0,60.0,25.25,24.94,24.56
61.5925,20.71,32.32,130.0,60.0,25.25,24.94,24.56
61.6417,11.87,32.32,130.0,60.0,25.25,24.94,24.56
61.6949,10.29,32.32,130.0,60.0,25.25,24.94,24.56
61.7481,9.34,32.32,130.0,60.0,25.25,24.94,24.56
61.8014,35.54,32.32,130.0,60.0,25.25,24.94,24.56
61.8546,54.8,32.32,130.0,60.0,25.25,24.94,24.56
62.5141,14.39,32.32,131.0,60.0,25.25,24.94,24.56
62.5673,47.54,26.01,130.0,60.0,25.25,24.94,24.56
62.6206,45.96,26.01,130.0,60.0,25.25,24.94,24.56
62.6738,3.66,26.01,130.0,60.0,25.25,24.94,24.56
62.727,12.44,26.01,130.0,60.0,25.25,24.94,24.56
62.7762,12.44,26.01,130.0,60.0,25.25,24.94,24.56
62.8295,12.44,26.01,130.0,60.0,25.25,24.94,24.56
62.8827,3.98,26.01,130.0,60.0,25.25,24.94,24.56
62.9359,39.64,26.01,130.0,60.0,25.25,24.94,24.56
62.9891,32.39,26.01,130.0,60.0,25.25,24.94,24.56
63.0383,104.98,32.32,130.0,60.0,25.25,24.94,24.56
63.0915,57.64,32.32,130.0,60.0,25.25,24.94,24.56
63.1408,43.12,32.32,130.0,60.0,25.25,24.94,24.56
63.194,38.07,32.32,130.0,60.0,25.25,24.94,24.56
63.2473,34.28,32.32,130.0,60.0,25.25,24.94,24.56
63.3005,55.74,32.32,130.0,60.0,25.25,24.94,24.56
63.3537,76.58,32.32,130.0,60.0,25.25,24.94,24.56
63.403,57.64,32.32,130.0,60.0,25.25,24.94,24.56
63.4561,19.13,32.32,130.0,60.0,25.25,24.94,24.56
63.5093,12.18,32.32,130.0,60.0,25.25,24.94,24.56
64.173,33.65,32.32,131.0,60.0,25.25,24.94,24.5
64.2261,4.61,26.01,130.0,60.0,25.25,24.94,24.5
64.2754,3.35,26.01,130.0,60.0,25.25,24.94,24.5
64.3287,2.08,26.01,130.0,60.0,25.25,24.94,24.5
64.3818,8.4,26.01,130.0,60.0,25.25,24.94,24.5
64.4351,50.38,26.01,130.0,60.0,25.25,24.94,24.5
64.4882,47.22,26.01,130.0,60.0,25.25,24.94,24.5
64.5375,4.29,26.01,130.0,60.0,25.25,24.94,24.5
64.5907,11.17,26.01,130.0,60.0,25.25,24.94,24.5
64.644,11.17,26.01,130.0,60.0,25.25,24.94,24.5
64.6931,68.05,32.32,130.0,60.0,25.25,24.94,24.5
64.7463,59.85,32.32,130.0,60.0,25.25,24.94,24.5
64.7995,68.37,32.32,130.0,60.0,25.25,24.94,24.5
64.8528,96.14,32.32,130.0,60.0,25.25,24.94,24.5
64.906,84.47,32.32,130.0,60.0,25.25,24.94,24.5
64.9553,40.91,32.32,130.0,60.0,25.25,24.94,24.5
65.0085,27.65,32.32,130.0,60.0,25.25,24.94,24.5
65.0617,25.13,32.32,130.0,60.0,25.25,24.94,24.5
65.1149,22.6,32.32,130.0,60.0,25.25,24.94,24.5
65.1682,45.33,32.32,130.0,60.0,25.25,24.94,24.5
65.8277,20.39,32.32,131.0,60.0,25.25,24.94,24.56
65.881,15.97,26.01,130.0,60.0,25.25,24.94,24.56
65.9341,56.06,26.01,130.0,60.0,25.25,24.94,24.56
65.9873,57.32,26.01,130.0,60.0,25.25,24.94,24.56
66.0405,16.29,26.01,130.0,60.0,25.25,24.94,24.56
66.0898,3.6,26.01,130.0,60.0,25.25,24.94,24.56
66.143,4.23,26.01,130.0,60.0,25.25,24.94,24.56
66.1962,4.86,26.01,130.0,60.0,25.25,24.94,24.56
66.2495,2.71,26.01,130.0,60.0,25.25,24.94,24.56
66.3027,44.7,26.01,130.0,60.0,25.25,24.94,24.56
66.3518,78.78,32.32,130.0,60.0,25.25,24.94,24.56
66.4051,73.1,32.32,130.0,60.0,25.25,24.94,24.56
66.4543,31.12,32.32,130.0,60.0,25.25,24.94,24.56
66.5075,15.66,32.32,130.0,60.0,25.25,24.94,24.56
66.5608,12.82,32.32,130.0,60.0,25.25,24.94,24.56
66.614,11.24,32.32,130.0,60.0,25.25,24.94,24.56
66.6672,27.97,32.32,130.0,60.0,25.25,24.94,24.56
66.7165,57.01,32.32,130.0,60.0,25.25,24.94,24.56
66.7697,46.59,32.32,130.0,60.0,25.25,24.94,24.56
66.823,5.56,32.32,130.0,60.0,25.25,24.94,24.56
67.4864,56.69,32.32,131.0,60.0,25.25,24.94,24.56
67.5396,17.55,26.01,130.0,60.0,25.25,24.94,24.56
67.589,10.23,26.01,130.0,60.0,25.25,24.94,24.56
67.6421,10.54,26.01,130.0,60.0,25.25,24.94,24.56
67.6954,11.17,26.01,130.0,60.0,25.25,24.94,24.56
67.7485,6.12,26.01,130.0,60.0,25.25,24.94,24.56
67.8018,36.17,26.01,130.0,60.0,25.25,24.94,24.56
67.851,38.07,26.01,130.0,60.0,25.25,24.94,24.56
67.9043,0.44,26.01,130.0,60.0,25.25,24.94,24.56
67.9574,20.01,26.01,130.0,60.0,25.25,24.94,24.56
68.0067,66.16,32.32,130.0,60.0,25.25,24.94,24.56
68.0599,58.9,32.32,130.0,60.0,25.25,24.94,24.56
68.1131,52.9,32.32,130.0,60.0,25.25,24.94,24.56
68.1663,57.64,32.32,130.0,60.0,25.25,24.94,24.56
68.2156,89.52,32.32,130.0,60.0,25.25,24.94,24.56
68.2688,80.68,32.32,130.0,60.0,25.25,24.94,24.56
68.322,37.44,32.32,130.0,60.0,25.25,24.94,24.56
68.3752,23.23,32.32,130.0,60.0,25.25,24.94,24.56
68.4284,20.71,32.32,130.0,60.0,25.25,24.94,24.56
68.4777,18.18,32.32,130.0,60.0,25.25,24.94,24.56
69.1412,20.39,32.32,131.0,60.0,25.25,24.94,24.56
69.1945,10.29,26.01,130.0,60.0,25.25,24.94,24.56
69.2477,12.5,26.01,130.0,60.0,25.25,24.94,24.56
69.3008,52.27,26.01,130.0,60.0,25.25,24.94,24.56
69.354,55.74,26.01,130.0,60.0,25.25,24.94,24.56
69.4033,17.23,26.01,130.0,60.0,25.25,24.94,24.56
69.4565,5.18,26.01,130.0,60.0,25.25,24.94,24.56
69.5097,5.81,26.01,130.0,60.0,25.25,24.94,24.56
69.563,6.12,26.01,130.0,60.0,25.25,24.94,24.56
69.6123,0.82,26.01,130.0,60.0,25.25,24.94,24.56
69.6614,33.65,32.32,130.0,60.0,25.25,24.94,24.56
69.7146,53.85,32.32,130.0,60.0,25.25,24.94,24.56
69.7678,74.37,32.32,130.0,60.0,25.25,24.94,24.56
69.8211,55.74,32.32,130.0,60.0,25.25,24.94,24.56
69.8742,17.23,32.32,130.0,60.0,25.25,24.94,24.56
69.9236,10.61,32.32,130.0,60.0,25.25,24.94,24.56
69.9768,9.03,32.32,130.0,60.0,25.25,24.94,24.56
70.0299,7.13,32.32,130.0,60.0,25.25,24.94,24.56
70.0832,37.12,32.32,130.0,60.0,25.25,24.94,24.56
70.1363,53.22,32.32,130.0,60.0,25.25,24.94,24.56
70.796,18.18,32.32,131.0,60.0,25.25,24.94,24.56
70.8492,47.85,26.01,130.0,60.0,25.25,24.94,24.56
70.9024,42.17,26.01,130.0,60.0,25.25,24.94,24.56
70.9556,1.7,26.01,130.0,60.0,25.25,24.94,24.56
71.0088,13.38,26.01,130.0,60.0,25.25,24.94,24.56
71.0581,14.01,26.01,130.0,60.0,25.25,24.94,24.56
71.1113,13.38,26.01,130.0,60.0,25.25,24.94,24.56
71.1645,10.92,26.01,130.0,60.0,25.25,24.94,24.56
71.2177,39.33,26.01,130.0,60.0,25.25,24.94,24.56
71.2709,25.13,26.01,130.0,60.0,25.25,24.94,24.56
71.3201,102.77,32.32,130.0,60.0,25.25,24.94,24.56
71.3733,57.32,32.32,130.0,60.0,25.25,24.94,24.56
71.4227,46.27,32.32,130.0,60.0,25.25,24.94,24.56
71.4759,40.91,32.32,130.0,60.0,25.25,24.94,24.56
71.529,37.12,32.32,130.0,60.0,25.25,24.94,24.56
71.5823,64.9,32.32,130.0,60.0,25.25,24.94,24.56
71.6355,78.47,32.32,130.0,60.0,25.25,24.94,24.56
71.6847,48.8,32.32,130.0,60.0,25.25,24.94,24.56
71.738,15.97,32.32,130.0,60.0,25.25,24.94,24.56
71.7912,14.39,32.32,130.0,60.0,25.25,24.94,24.56
72.4547,26.39,32.32,131.0,60.0,25.19,25.0,24.56
72.5079,6.19,26.01,130.0,60.0,25.19,25.0,24.56
72.5572,4.61,26.01,130.0,60.0,25.19,25.0,24.56
72.6104,3.35,26.01,130.0,60.0,25.19,25.0,24.56
72.6636,26.39,26.01,130.0,60.0,25.19,25.0,24.56
72.7168,53.53,26.01,130.0,60.0,25.19,25.0,24.56
72.77,39.01,26.01,130.0,60.0,25.19,25.0,24.56
72.8193,2.34,26.01,130.0,60.0,25.19,25.0,24.56
72.8725,9.91,26.01,130.0,60.0,25.19,25.0,24.56
72.9257,9.6,26.01,130.0,60.0,25.19,25.0,24.56
72.9749,68.05,32.32,130.0,60.0,25.19,25.0,24.56
73.0281,60.48,32.32,130.0,60.0,25.19,25.0,24.56
73.0813,57.32,32.32,130.0,60.0,25.19,25.0,24.56
73.1306,90.46,32.32,130.0,60.0,25.19,25.0,24.56
73.1838,91.09,32.32,130.0,60.0,25.19,25.0,24.56
73.237,52.27,32.32,130.0,60.0,25.19,25.0,24.56
73.2902,28.28,32.32,130.0,60.0,25.19,25.0,24.56
73.3434,24.81,32.32,130.0,60.0,25.19,25.0,24.56
73.3927,22.28,32.32,130.0,60.0,25.19,25.0,24.56
73.4459,28.6,32.32,130.0,60.0,25.19,25.0,24.56
74.1094,20.71,32.32,131.0,60.0,25.25,25.0,24.56
74.1626,10.92,26.01,130.0,60.0,25.25,25.0,24.56
74.2158,44.7,26.01,130.0,60.0,25.25,25.0,24.56
74.2651,60.48,26.01,130.0,60.0,25.25,25.0,24.56
74.3183,28.28,26.01,130.0,60.0,25.25,25.0,24.56
74.3715,3.91,26.01,130.0,60.0,25.25,25.0,24.56
74.4247,3.6,26.01,130.0,60.0,25.25,25.0,24.56
74.4779,4.23,26.01,130.0,60.0,25.25,25.0,24.56
74.5272,2.97,26.01,130.0,60.0,25.25,25.0,24.56
74.5804,36.8,26.01,130.0,60.0,25.25,25.0,24.56
74.6296,69.32,32.32,130.0,60.0,25.25,25.0,24.56
74.6828,73.73,32.32,130.0,60.0,25.25,25.0,24.56
74.7361,38.7,32.32,130.0,60.0,25.25,25.0,24.56
74.7893,13.13,32.32,130.0,60.0,25.25,25.0,24.56
74.8425,11.55,32.32,130.0,60.0,25.25,25.0,24.56
74.8918,9.66,32.32,130.0,60.0,25.25,25.0,24.56
74.945,14.08,32.32,130.0,60.0,25.25,25.0,24.56
74.9982,52.27,32.32,130.0,60.0,25.25,25.0,24.56
75.0513,50.38,32.32,130.0,60.0,25.25,25.0,24.56
75.1046,11.55,32.32,130.0,60.0,25.25,25.0,24.56
75.7641,55.74,32.32,131.0,60.0,25.19,24.94,24.56
75.8173,24.81,26.01,130.0,60.0,25.19,24.94,24.56
75.8706,10.54,26.01,130.0,60.0,25.19,24.94,24.56
75.9238,12.12,26.01,130.0,60.0,25.19,24.94,24.56
75.9771,11.81,26.01,130.0,60.0,25.19,24.94,24.56
76.0262,10.86,26.01,130.0,60.0,25.19,24.94,24.56
76.0795,29.54,26.01,130.0,60.0,25.19,24.94,24.56
76.1327,39.33,26.01,130.0,60.0,25.19,24.94,24.56
76.1859,4.61,26.01,130.0,60.0,25.19,24.94,24.56
76.2392,20.64,26.01,130.0,60.0,25.19,24.94,24.56
76.2883,67.74,32.32,130.0,60.0,25.19,24.94,24.56
76.3415,59.85,32.32,130.0,60.0,25.19,24.94,24.56
76.3909,53.22,32.32,130.0,60.0,25.19,24.94,24.56
76.444,53.53,32.32,130.0,60.0,25.19,24.94,24.56
76.4973,88.25,32.32,130.0,60.0,25.19,24.94,24.56
76.5505,83.83,32.32,130.0,60.0,25.19,24.94,24.56
76.6037,42.17,32.32,130.0,60.0,25.19,24.94,24.56
76.6569,24.18,32.32,130.0,60.0,25.19,24.94,24.56
76.7062,20.71,32.32,130.0,60.0,25.19,24.94,24.56
76.7594,19.13,32.32,130.0,60.0,25.19,24.94,24.56
77.4229,20.39,32.32,131.0,60.0,25.19,24.94,24.56
77.4761,10.29,26.01,130.0,60.0,25.19,24.94,24.56
77.5293,10.29,26.01,130.0,60.0,25.19,24.94,24.56
77.5786,49.11,26.01,130.0,60.0,25.19,24.94,24.56
77.6318,57.64,26.01,130.0,60.0,25.19,24.94,24.56
77.685,21.34,26.01,130.0,60.0,25.19,24.94,24.56
77.7382,5.18,26.01,130.0,60.0,25.19,24.94,24.56
77.7875,5.49,26.01,130.0,60.0,25.19,24.94,24.56
77.8407,6.44,26.01,130.0,60.0,25.19,24.94,24.56
77.8939,1.07,26.01,130.0,60.0,25.19,24.94,24.56
77.943,34.91,32.32,130.0,60.0,25.19,24.94,24.56
77.9962,51.32,32.32,130.0,60.0,25.19,24.94,24.56
78.0495,75.31,32.32,130.0,60.0,25.19,24.94,24.56
78.0987,60.48,32.32,130.0,60.0,25.19,24.94,24.56
78.1519,20.07,32.32,130.0,60.0,25.19,24.94,24.56
78.2051,11.55,32.32,130.0,60.0,25.19,24.94,24.56
78.2584,9.66,32.32,130.0,60.0,25.19,24.94,24.56
78.3116,8.08,32.32,130.0,60.0,25.19,24.94,24.56
78.3609,35.23,32.32,130.0,60.0,25.19,24.94,24.56
78.4141,54.48,32.32,130.0,60.0,25.19,24.94,24.56
79.0777,14.39,32.32,131.0,60.0,25.19,24.94,24.5
79.1309,48.17,26.01,130.0,60.0,25.19,24.94,24.5
79.184,43.75,26.01,130.0,60.0,25.19,24.94,24.5
79.2333,0.19,26.01,130.0,60.0,25.19,24.94,24.5
79.2865,13.38,26.01,130.0,60.0,25.19,24.94,24.5
79.3397,13.38,26.01,130.0,60.0,25.19,24.94,24.5
79.393,13.38,26.01,130.0,60.0,25.19,24.94,24.5
79.4462,8.71,26.01,130.0,60.0,25.19,24.94,24.5
79.4955,39.64,26.01,130.0,60.0,25.19,24.94,24.5
79.5487,29.54,26.01,130.0,60.0,25.19,24.94,24.5
79.6019,106.56,32.32,130.0,60.0,25.19,24.94,24.5
79.651,58.27,32.32,130.0,60.0,25.19,24.94,24.5
79.7042,45.64,32.32,130.0,60.0,25.19,24.94,24.5
79.7575,40.91,32.32,130.0,60.0,25.19,24.94,24.5
79.8107,36.49,32.32,130.0,60.0,25.19,24.94,24.5
79.8599,62.06,32.32,130.0,60.0,25.19,24.94,24.5
79.9132,77.84,32.32,130.0,60.0,25.19,24.94,24.5
79.9664,51.95,32.32,130.0,60.0,25.19,24.94,24.5
80.0196,17.55,32.32,130.0,60.0,25.19,24.94,24.5
80.0729,13.45,32.32,130.0,60.0,25.19,24.94,24.5
80.7364,28.6,32.32,131.0,60.0,25.19,24.94,24.56
80.7857,6.5,26.01,130.0,60.0,25.19,24.94,24.56
80.8389,3.98,26.01,130.0,60.0,25.19,24.94,24.56
80.8921,3.03,26.01,130.0,60.0,25.19,24.94,24.56
80.9453,21.02,26.01,130.0,60.0,25.19,24.94,24.56
80.9985,53.53,26.01,130.0,60.0,25.19,24.94,24.56
81.0478,43.43,26.01,130.0,60.0,25.19,24.94,24.56
